KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
1646.01,3.7202265,1.02,0.043,908,1.77,0.03,-0.4,0.6,1.12,-2.89,2.87,1,8.3,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.94,0.94,3.72,0.413,1.052,-2.16,-0.34,-1.12,0.29,0.97,0.01,0.3,0,0,0,0,tran,2012
1647.01,14.970146,1.92,0.115,744,3.88,1.52,0.67,0.1,0.39,-0.12,0.58,0.3,13,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,14.97,0.836,2.043,-2.19,0.38,-0.57,0.3,0.67,0.02,0.27,0,0,0,0,tran,2012
1647.02,32.2757428,1.91,0.191,578,0.67,0.89,-0.93,-0.96,0.74,-2.83,2.54,1.2,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,32.28,0.836,2.043,-2.06,0.37,-0.41,0.32,0.68,0.06,0.3,0,0,0,0,tran,2012
1647.03,6.3309075,1.06,0.065,990,2.38,0.09,-0.61,0.19,0.58,1.25,0.75,1.7,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.08,1.08,6.33,0.836,2.043,-2.28,-0.27,-1.08,0.28,0.96,0.01,0.3,0,0,0,0,tran,2012
1648.01,38.3252732,1.58,0.218,456,0.71,0.01,0.53,1.29,0.84,-0.78,2.39,1.1,7.5,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,38.33,0.488,1.223,-1.75,-0.08,-0.49,0.35,0.83,0.2,0.42,0,0,0,0,tran,2012
1649.01,4.0435387,1.07,0.04,607,0.94,0.09,-1.7,0.17,0.68,0.85,1.15,0.8,8.4,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.05,1.06,4.04,0.194,0.517,-1.95,-0.29,-0.91,0.32,0.97,0.05,0.33,0,0,0,0,tran,2012
1650.01,6.5324309,2.6,0.068,859,0.91,0.5,-0.53,-0.06,0.73,-0.02,1.68,0.1,14.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,6.53,0.571,1.424,-2.18,0.89,-0.48,0.29,0.57,0.02,0.24,0,0,0,0,tran,2012
1651.01,51.3001935,2.52,0.267,460,1.74,0.91,1.08,0.43,0.61,-0.47,0.61,1,10.5,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,51.3,0.761,1.849,-1.9,1.16,-0.1,0.31,0.54,0.13,0.31,0,0,0,0,tran,2012
1655.01,0.9384704,1.49,0.018,1822,1.26,0.02,0.15,0.13,0.13,0.41,0.18,2.4,-99,,,,,,,,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.34,1.43,0.94,0.76,1.857,-2.35,0.01,-1.09,0.28,0.79,0,0.28,0,0,0,0,tran,2012
1656.01,51.3899886,2.11,0.267,493,2.88,1.04,-0.09,0.5,1.31,-0.52,0.22,0.8,8.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,51.39,0.853,2.067,-1.95,0.6,-0.22,0.33,0.62,0.11,0.32,0,0,0,0,tran,2012
1659.01,29.5383828,2.65,0.2,673,0.21,1.41,1.65,0.16,0.47,0.23,0.43,0.6,8,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,29.54,1.08,2.573,-2.18,1.16,-0.35,0.29,0.54,0.04,0.24,0,0,0,0,tran,2012
1660.01,35.6379997,1.85,0.209,510,1.62,0.09,-0.18,0.14,2.69,-1.26,2.03,0.6,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.69,35.64,0.718,1.75,-1.98,0.39,-0.33,0.33,0.67,0.09,0.32,0,0,0,0,tran,2012
1662.01,0.7840262,1.7,0.016,1639,6.35,-99,-0.12,0.39,0.64,-0.47,1.2,0.6,8.5,,,,,,,,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.38,1.5,0.78,0.504,1.259,-2.29,0.09,-1.01,0.29,0.76,0,0.27,0,0,0,0,tran,2012
1665.01,6.9338027,1.22,0.074,976,0.73,1.2,0.12,0.33,1.18,-0.72,0.71,1,8.9,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.13,1.14,6.93,0.805,1.949,-2.28,-0.24,-1.03,0.28,0.93,0.01,0.3,0,0,0,0,tran,2012
1665.02,5.9146069,1.02,0.067,1026,1,-99,-1.64,-2.67,1.57,-5.5,2.43,2.7,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.96,0.96,5.91,0.805,1.949,-2.29,-0.33,-1.15,0.28,0.98,0.01,0.3,0,0,0,0,tran,2012
1669.01,61.0390025,2,0.306,484,1.74,0,-0.44,0.04,0.36,0.49,0.74,0.7,15.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,61.04,0.983,2.356,-1.97,0.62,-0.21,0.33,0.62,0.11,0.31,0,0,0,0,tran,2012
1672.01,33.8673646,1.89,0.177,360,1.08,0.14,0.35,-0.03,0.26,0.41,0.27,1.5,11.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,33.87,0.295,0.768,-1.5,0.31,-0.08,0.39,0.69,0.36,0.5,0,0,0,0,tran,2012
1675.01,14.6243009,7.61,0.11,625,3.14,-99,-0.01,0.16,0.34,-0.03,0.26,0.5,11.3,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.59,14.62,0.646,1.586,-2.13,7.09,0.17,0.12,0.2,0.04,0.11,0,0,0,0,tran,2012
1677.01,52.0698621,1.91,0.259,413,1.27,0.26,-0.76,0.02,0.44,-0.68,0.87,0.8,11.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.77,52.07,0.627,1.544,-1.78,0.58,-0.11,0.35,0.63,0.19,0.37,0,0,0,0,tran,2012
1677.02,8.5117009,0.71,0.077,757,1.01,-99,-0.82,1.45,1.72,4.22,4.82,1,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.81,0.81,8.51,0.627,1.544,-2.19,-0.38,-1.18,0.28,0.9,0.02,0.3,0,0,0,0,tran,2012
1681.01,6.9392283,1.28,0.058,493,0.4,2.08,2.49,0.1,0.17,0.42,0.52,0.9,12.3,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.19,1.22,6.94,0.183,0.49,-1.82,-0.19,-0.69,0.34,0.89,0.12,0.37,0,0,0,0,tran,2012
1683.01,9.1151298,1.75,0.085,855,2.31,1.71,0.41,0.4,0.36,0.19,0.7,1,13.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,9.12,0.791,1.93,-2.24,0.23,-0.7,0.3,0.71,0.01,0.27,0,0,0,0,tran,2012
1684.01,62.8155746,6.73,0.32,485,0.63,0.16,-0.41,0.04,0.05,-0.05,0.19,0.4,38.3,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.37,62.82,0.976,2.337,-1.95,5.63,0.29,0.14,0.24,0.11,0.17,0,0,0,0,tran,2012
1685.01,70.465411,3.44,0.348,480,0.33,1.68,0.78,0.03,0.22,-0.36,0.27,1.3,19,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,70.47,1.02,2.438,-1.94,2.42,-0.18,0.24,0.43,0.12,0.26,0,0,0,0,tran,2012
1686.01,56.8671679,1.41,0.236,240,2.56,-99,-99,-1.16,0.46,-1.27,0.86,2.5,7,,,,,,,,Warm,Superterran,rocky-iron,metals-rich,mesoplanet,1.25,1.29,56.87,0.173,0.465,-0.6,-0.13,-0.14,0.61,0.86,0.93,0.89,0,1,0,0,tran,2012
1687.01,3.9324492,1.64,0.044,841,2.25,0.13,1.67,-0.11,0.85,-0.08,0.37,0.2,14,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.4,3.93,0.354,0.911,-2.12,-0.02,-0.79,0.31,0.81,0.02,0.29,0,0,0,0,tran,2012
1688.01,0.9210557,0.93,0.017,1629,1.54,0,-0.15,0.02,0.38,0.06,0.32,0.2,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.1,1.11,0.92,0.7,1.715,-2.34,-0.26,-1.23,0.27,0.94,0,0.29,0,0,0,0,tran,2012
1692.01,5.9603997,2.65,0.065,928,3.32,0.51,-0.13,-0.16,0.05,-0.12,0.2,1.6,61.8,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.35,1.89,5.96,0.654,1.627,-2.21,1.07,-0.53,0.28,0.55,0.01,0.23,0,0,0,0,tran,2012
1692.02,2.4610982,0.84,0.036,1247,1.67,0.62,0.07,-99,-99,-99,-99,-99,-99,,,,,,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.84,0.84,2.46,0.654,1.627,-2.27,-0.37,-1.27,0.28,0.91,0,0.29,0,0,0,0,tran,2012
1693.01,3.4037458,2.29,0.042,1061,4.58,0,1.43,0.46,0.22,-0.04,0.23,2.1,23.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,3.4,0.592,1.467,-2.25,0.69,-0.66,0.29,0.61,0.01,0.24,0,0,0,0,tran,2012
1700.01,8.0376166,1.49,0.072,708,4.94,-99,0.82,0.32,0.34,0.15,0.29,1.1,13.1,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.82,8.04,1.128,2.874,-2.21,2.52,-0.68,0.23,0.43,0.01,0.19,0,0,0,0,tran,2012
1701.01,2.4390056,1.69,0.042,2086,4.45,1.71,-0.24,0.65,1.04,0.88,0.78,1.3,17.3,,,,,,,,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.4,1.56,2.44,2.182,5.096,-2.47,0.17,-1.09,0.27,0.73,0,0.27,0,0,0,0,tran,2012
1702.01,1.5381625,1.63,0.021,764,1.97,-99,0.58,-0.11,0.11,0.21,0.13,1.8,7.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,1.54,0.156,0.422,-2.02,0.02,-0.73,0.32,0.79,0.02,0.29,0,0,0,0,tran,2012
1704.01,10.418751,2.89,0.091,823,6.67,0.4,1.02,0.02,0.1,0.11,0.13,0.9,21.6,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,10.42,0.74,1.829,-2.2,1.33,-0.51,0.28,0.53,0.02,0.23,0,0,0,0,tran,2012
1705.01,20.4994062,2.67,0.151,682,0.01,0.25,0.47,-0.32,0.75,0.29,0.64,0.6,11.5,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,20.5,0.886,2.133,-2.18,1.33,-0.4,0.28,0.53,0.03,0.24,0,0,0,0,tran,2012
1706.01,1.9214304,2.81,0.03,1686,3.96,0.49,4.8,0.05,0.25,0.1,0.16,0.7,13.4,,,,,,,,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.24,1.28,1.92,0.506,1.276,-2.24,-0.14,-1.03,0.29,0.86,0,0.29,0,0,0,0,tran,2012
1707.01,96.1021999,2.78,0.378,360,2.27,1.49,-1.19,0.01,0.31,-0.12,0.38,0.3,13.4,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,96.1,0.682,1.675,-1.56,2.23,0.01,0.27,0.45,0.33,0.39,0,0,0,0,tran,2012
1708.01,32.7737342,2.11,0.199,524,1.18,0.56,0.01,0.15,0.37,0.66,0.64,1.1,11.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,32.77,0.699,1.707,-1.99,0.6,-0.26,0.32,0.62,0.09,0.3,0,0,0,0,tran,2012
1710.01,14.204369,1.89,0.102,563,2.18,0.2,1.03,-0.54,0.24,-0.82,0.38,2.9,12.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.55,14.2,0.345,0.87,-1.89,0.17,-0.41,0.34,0.74,0.11,0.35,0,0,0,0,tran,2012
1711.01,55.6745441,2.71,0.269,392,1.11,0,-0.51,-0.64,0.37,0.24,0.45,1.8,11.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,55.67,0.416,1.059,-1.49,0.6,0.06,0.38,0.62,0.37,0.48,0,0,0,0,tran,2012
1713.01,6.8278184,1.29,0.057,542,3.29,0.08,-0.04,-0.47,0.38,0.31,0.88,1,13.3,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,6.83,0.242,0.636,-1.93,-0.08,-0.64,0.33,0.83,0.07,0.33,0,0,0,0,tran,2012
1713.02,2.2405067,1.21,0.027,787,1.29,0.01,0.79,-0.39,0.36,0.48,0.81,0.9,15.3,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.24,1.28,2.24,0.242,0.636,-2.08,-0.14,-0.87,0.31,0.86,0.02,0.3,0,0,0,0,tran,2012
1715.01,105.0128841,1.88,0.43,404,0.15,0.02,-0.98,0.53,0.34,0.47,0.39,2,12.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.64,105.01,0.806,1.973,-1.64,0.3,-0.15,0.37,0.69,0.27,0.44,0,0,0,0,tran,2012
1716.01,4.8808606,2.13,0.052,823,0.95,0.59,-1.87,0.03,0.21,-0.4,0.16,2.5,13.7,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,4.88,0.367,0.944,-2.1,0.23,-0.63,0.31,0.71,0.02,0.28,0,0,0,0,tran,2012
1717.01,10.5615623,1.93,0.093,835,3.34,0.44,-1.64,-0.25,1.37,0.03,3.45,0.2,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.45,10.56,0.626,1.563,-2.15,0.04,-0.72,0.31,0.78,0.02,0.29,0,0,0,0,tran,2012
1718.01,67.6669742,3.55,0.317,477,0.53,0.48,-0.67,0.39,0.1,-0.63,0.56,1.6,18.2,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,67.67,0.946,2.287,-1.92,2.61,-0.14,0.24,0.42,0.13,0.26,0,0,0,0,tran,2012
1720.01,59.6625714,2.2,0.271,353,0.95,0.59,-0.68,-0.21,0.91,-0.48,1.78,0.3,11.5,,,,,,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,59.66,0.516,1.287,-1.6,0.98,0.14,0.35,0.56,0.3,0.42,0,0,0,0,tran,2012
1721.01,52.6319615,2.24,0.264,414,0.28,0.98,0.05,-0.28,0.31,-0.33,0.17,1.8,13,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,52.63,0.583,1.443,-1.73,0.72,-0.03,0.35,0.6,0.22,0.38,0,0,0,0,tran,2012
1722.01,14.8771185,1.63,0.113,660,2.98,0.21,0.03,-99,-99,-99,-99,-99,10.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,14.88,0.673,1.648,-2.14,0.21,-0.58,0.31,0.72,0.03,0.29,0,0,0,0,tran,2012
1723.01,59.6221659,3.28,0.3,454,2.11,2.67,-0.53,0.27,0.2,0.71,0.55,1.5,18,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,59.62,0.791,1.917,-1.86,2.33,-0.16,0.25,0.44,0.15,0.28,0,0,0,0,tran,2012
1724.01,17.4245925,3.19,0.128,691,0.79,0,0.32,-0.19,0.22,-0.43,0.15,2.9,12,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,17.42,0.752,1.849,-2.13,2.23,-0.44,0.24,0.45,0.04,0.22,0,0,0,0,tran,2012
1725.01,9.8847244,1.93,0.069,366,1.49,0.05,-2.12,-0.28,0.05,-0.26,0.06,7.2,20.9,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.35,1.89,9.88,0.069,0.19,-1.25,1.08,0.32,0.37,0.55,0.58,0.56,0,0,0,0,tran,2012
1726.01,44.9639278,5.25,0.245,567,0.17,0.8,0.18,0.34,0.2,0.23,0.32,1.7,42.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,44.96,0.343,0.884,-1.46,0.27,-0.09,0.4,0.7,0.39,0.52,0,0,0,0,tran,2012
1727.01,49.7699867,5.22,0.254,433,0.49,2.17,-0.16,0.13,0.13,0.03,0.15,1.1,48.5,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.47,49.77,0.656,1.609,-1.82,6.26,0.49,0.13,0.22,0.17,0.19,0,0,0,0,tran,2012
1731.01,2.5949557,1.9,0.034,939,0.79,-99,-0.15,-99,-99,-99,-99,-99,7.3,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,2.59,0.432,1.121,-2.15,0.89,-0.59,0.29,0.57,0.01,0.24,0,0,0,0,tran,2012
1732.01,43.3168785,2.69,0.224,422,0.82,0.5,-0.51,0.03,0.43,-0.14,0.82,0.2,10.9,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,43.32,0.614,1.513,-1.84,2.03,-0.2,0.27,0.48,0.16,0.3,0,0,0,0,tran,2012
1733.01,19.1812309,1.61,0.117,479,0.89,0.04,-1.72,-2.29,0.94,-0.11,0.19,2.4,8.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,19.18,0.512,1.278,-1.98,0.69,-0.26,0.32,0.61,0.08,0.29,0,0,0,0,tran,2012
1736.01,31.0030961,2.6,0.199,573,0.88,1.41,-0.3,-0.72,0.66,-0.07,0.64,1.1,10.1,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,31,0.759,1.843,-2.04,0.86,-0.23,0.31,0.57,0.07,0.28,0,0,0,0,tran,2012
1738.01,4.1678557,1.15,0.046,934,0.9,0.69,1.53,0.59,0.53,-0.48,0.69,1.3,16.3,,,,,,,,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.2,1.22,4.17,0.548,1.376,-2.21,-0.18,-0.98,0.29,0.89,0.01,0.29,0,0,0,0,tran,2012
1739.01,220.6565125,1.85,0.695,273,0.41,-99,-0.98,-0.01,0.51,1.6,0.9,1.8,7.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,220.66,0.73,1.779,-1.02,0.5,0.22,0.46,0.65,0.7,0.67,0,0,0,0,tran,2012
1746.01,11.7917417,1.6,0.098,716,1.62,0.79,0.11,-0.04,0.16,-0.08,0.33,0.3,11.5,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,11.79,0.74,1.802,-2.2,0.29,-0.61,0.3,0.7,0.02,0.28,0,0,0,0,tran,2012
1747.01,20.5589377,2.99,0.146,587,2.25,0.09,0,0.22,0.77,-0.16,1.57,0.2,9,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.65,20.56,0.573,1.42,-2.02,0.32,-0.41,0.32,0.69,0.07,0.31,0,0,0,0,tran,2012
1749.01,26.9644739,2.1,0.172,536,0.56,1.13,0.03,0.42,0.72,-0.54,0.88,0.8,8.2,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,26.96,0.615,1.515,-1.98,0.5,-0.3,0.33,0.65,0.09,0.31,0,0,0,0,tran,2012
1750.01,7.7684658,1.3,0.074,857,3.46,0.52,-0.3,-0.14,0.35,0.5,0.64,0.8,9.4,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,7.77,0.71,1.742,-2.23,-0.15,-0.92,0.29,0.87,0.01,0.3,0,0,0,0,tran,2012
1751.01,8.6892975,3.15,0.078,743,1.34,0,0.39,0,0.11,-0.13,0.11,1.1,40.5,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,8.69,0.482,1.219,-2.1,1.51,-0.44,0.28,0.51,0.03,0.23,0,0,0,0,tran,2012
1751.02,20.9943312,3.44,0.14,554,2.7,0.6,1.15,-0.01,0.2,-0.17,0.17,1,-99,,,,,,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,20.99,0.482,1.219,-1.94,1.85,-0.28,0.27,0.49,0.09,0.26,0,0,0,0,tran,2012
1754.01,15.1358027,2.72,0.12,717,0.41,1.07,0.08,0.34,0.8,-0.04,0.32,0.4,11.6,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,15.14,0.668,1.647,-2.13,0.92,-0.35,0.3,0.56,0.03,0.25,0,0,0,0,tran,2012
1758.01,5.5971632,2.33,0.059,877,0.63,0.22,0.57,-99,-99,-99,-99,-99,15.5,,,,,,,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,5.6,0.341,0.85,-2.1,-0.01,-0.69,0.31,0.8,0.04,0.3,0,0,0,0,tran,2012
1760.01,5.5242334,2.22,0.06,939,1.39,0.57,-0.32,-0.45,0.27,0.53,0.42,1.9,9.8,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,5.52,0.567,1.419,-2.2,0.41,-0.65,0.3,0.67,0.01,0.26,0,0,0,0,tran,2012
1760.02,8.7751434,1.89,0.082,803,3.03,0.15,0.48,-2.17,1.67,-0.11,1.03,1.3,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,8.78,0.567,1.419,-2.15,0.15,-0.67,0.31,0.74,0.02,0.28,0,0,0,0,tran,2012
1761.01,10.1274833,8.7,0.095,893,1.2,0.22,0,-0.01,0.88,-0.42,1.44,0.3,8.7,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.59,10.13,0.96,2.301,-2.29,7.09,-0.1,0.12,0.2,0.01,0.1,0,0,0,0,tran,2012
1762.01,0.870697,2.02,0.017,1786,3.17,0.29,-0.69,-99,-99,-99,-99,-99,14.4,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,0.87,0.756,1.838,-2.36,0.62,-0.94,0.28,0.62,0,0.24,0,0,0,0,tran,2012
1773.01,83.0969895,29.8,0.319,309,4.63,0.07,0.03,0.03,0.07,0.06,0.04,1.2,139.9,,,,,,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.53,4.81,83.1,0.594,1.482,-1.55,39.42,3.04,0.02,0.04,0.34,0.18,0,0,0,0,tran,2012
1779.01,4.6627227,5.94,0.055,1271,3.46,0.07,-1.68,-0.04,0.04,-0.03,0.06,1.1,94,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.17,4.66,1.054,2.584,-2.31,4.38,-0.57,0.17,0.29,0,0.14,0,0,0,0,tran,2012
1779.02,11.8150177,5.1,0.103,929,4.76,1.05,2.72,-0.15,0.13,-0.09,0.09,1.4,-99,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,11.82,1.054,2.584,-2.25,3.69,-0.45,0.19,0.33,0.01,0.16,0,0,0,0,tran,2012
1781.01,7.8344969,3.29,0.072,713,1.55,0,-0.24,-0.01,0.05,-0.03,0.08,0.4,87.6,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.83,7.83,0.436,1.112,-2.08,2.57,-0.4,0.23,0.42,0.03,0.2,0,0,0,0,tran,2012
1781.02,3.0051593,1.94,0.038,981,2.22,0,0.76,-0.02,0.07,-0.1,0.08,1.3,-99,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,3.01,0.436,1.112,-2.18,0.66,-0.61,0.3,0.61,0.01,0.25,0,0,0,0,tran,2012
1783.01,134.4797192,7.69,0.518,355,0.35,0.47,-0.45,0.01,0.05,0,0.04,0.3,83,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.52,134.48,0.884,2.129,-1.56,6.61,0.76,0.13,0.21,0.33,0.27,0,0,0,0,tran,2012
1784.01,5.0074099,5.56,0.058,1011,5.29,0.29,0.75,0.52,0.38,0.23,0.52,1.6,77.2,,,,,,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.83,2.08,5.01,0.683,1.672,-2.27,3.86,-0.47,0.18,0.32,0.01,0.15,0,0,0,0,tran,2012
1786.01,24.6788532,4.38,0.13,357,13.91,0.78,0.25,0.05,0.12,0.11,0.2,0.6,69.6,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.24,24.68,0.326,0.842,-1.7,4.78,0.35,0.16,0.27,0.22,0.25,0,0,0,0,tran,2012
1787.01,98.7187006,6.41,0.392,334,3.89,0.71,0.81,0.33,0.44,0.11,0.25,0.8,69.1,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.46,98.72,0.686,1.678,-1.54,6.2,0.72,0.13,0.22,0.34,0.28,0,0,0,0,tran,2012
1788.01,71.5262345,5.44,0.31,323,3.59,-99,-0.07,-99,-99,-99,-99,-99,63.2,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.41,71.53,0.545,1.409,-1.51,5.88,0.68,0.14,0.23,0.36,0.29,0,0,0,0,tran,2012
1790.01,130.3514829,6.68,0.51,343,2.21,0.21,0.53,0.01,0.06,-0.02,0.09,0.2,60.6,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.3,130.35,0.737,1.802,-1.45,5.13,0.62,0.16,0.26,0.41,0.33,0,0,0,0,tran,2012
1793.01,3.261758,30.18,0.043,1192,1.07,0.15,0.87,-99,-99,-99,-99,-99,53.3,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.56,4.24,3.26,0.75,1.833,-2.3,26.82,0.62,0.04,0.06,0,0.03,0,0,0,0,tran,2012
1797.01,16.7817743,2.3,0.117,531,4.31,0,0.7,0.25,0.15,0.08,0.39,1.4,46,,,,,,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,16.78,0.392,1.003,-1.91,0.6,-0.24,0.33,0.62,0.1,0.31,0,0,0,0,tran,2012
1798.01,12.9647123,8.55,0.109,778,3.45,0.13,0.82,-0.03,0.09,0.1,0.15,0.7,44.3,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.59,12.96,0.859,2.071,-2.23,7.09,0.02,0.12,0.2,0.02,0.1,0,0,0,0,tran,2012
1799.01,1.7310805,45.5,0.028,1422,2.21,-99,0.06,0.07,0.12,0.04,0.12,0.7,17.4,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.51,5.02,1.73,0.768,1.867,-2.35,45.29,0.76,0.02,0.04,0,0.02,0,0,0,0,tran,2012
1800.01,7.7942966,4.36,0.071,823,4.57,6.46,0.03,0.08,0.12,-0.05,0.11,0.8,41.2,,,,,,,,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.23,7.79,0.667,1.652,-2.21,4.71,-0.28,0.16,0.28,0.01,0.14,0,0,0,0,tran,2012
