KOI,Dur,Depth,SNR,t0,t0_unc,Period,P_unc,a/R*,a/R*_unc,r/R*,r/R*_unc,b,b_unc,Rp,a,Teq,EB prob,V,FOP,N,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year,S. Name,S. Constellation
353.01,7.0683,3400,93,109.5299,0.0019,152.1011,0.0027,95.2,8.3,0.064,0.0012,0.88,0.17,8.2,0.589,417,0.000015,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.59,152.1,1.32,3.112,-1.79,7.09,0.66,0.12,0.2,0.2,0.2,0,0,0,0,tran,2011,KOI-353,Cyg
354.01,4.5028,436,32,104.5198,0.0034,15.95999,0.00037,21,51,0.0217,0.0094,0.7,1.3,4.9,0.134,1034,0.000026,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.84,15.96,0.821,2.003,-2.17,0.75,-0.43,0.3,0.6,0.03,0.25,0,0,0,0,tran,2011,KOI-354,Cyg
355.01,2.8403,280,38,105.8966,0.0021,4.903454,0.000074,10,25,0.0179,0.0077,0.7,1.4,2,0.058,1115,0.000032,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,4.9,1.031,2.486,-2.33,0.74,-0.71,0.28,0.6,0,0.24,0,0,0,0,tran,2011,KOI-355,Cyg
356.01,2.1029,1101,143,103.52521,0.00051,1.8270789,0.0000064,6,6.3,0.0328,0.0071,0.59,0.99,5.8,0.03,1655,0.000024,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.16,1.83,1.052,2.633,-2.3,4.32,-0.74,0.17,0.3,0,0.14,0,0,0,0,tran,2011,KOI-356,Cyg
360.01,4.5515,138,15,104.5813,0.0051,5.94042,0.00063,9.13,0.41,0.01108,0.00046,0.03,0.066,1.3,0.065,1075,0.000028,3,1,,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.68,0.69,5.94,0.897,2.172,-2.3,-0.41,-1.33,0.27,0.82,0.01,0.29,0,0,0,0,tran,2011,KOI-360,Cyg
361.01,2.5126,176,24,104.2741,0.0031,3.247565,0.000069,10.37,0.37,0.01302,0.00038,0.0439,-,1.3,0.044,1132,0.000027,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,3.25,0.73,1.798,-2.29,0.01,-0.93,0.29,0.79,0,0.28,0,0,0,0,tran,2011,KOI-361,Cyg
365.01,6.6552,588,83,144.6778,0.0019,81.7378,0.0015,64,44,0.0251,0.0032,0.75,0.66,2.3,0.368,363,0.000015,2,1_2,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,81.74,0.589,1.468,-1.55,0.68,0.07,0.37,0.61,0.34,0.46,0,0,0,0,tran,2011,KOI-365,Cyg
366.01,4.9911,3513,271,140.7142,0.00036,75.1119,0.00021,77.4,3.8,0.06441,0.00061,0.83,0.15,10.2,0.4,586,0.000013,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.75,75.11,1.294,3.121,-2,8.3,0.54,0.1,0.17,0.09,0.13,0,0,0,0,tran,2011,KOI-366,Cyg
367.01,2.8404,2090,176,110.20526,0.00049,31.57867,0.00011,98,108,0.0438,0.0085,0.6,1,5.7,0.203,646,0.0000036,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.04,31.58,0.766,1.9,-2.01,3.67,-0.09,0.19,0.33,0.07,0.19,0,0,0,0,tran,2011,KOI-367,Lyr
368.01,12.7602,6753,1409,130.36472,0.0002,110.32148,0.00015,51.53,0.31,0.08456,0.00008,0.715,0.064,17.4,0.544,742,0.0000061,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.63,3.45,110.32,3.758,8.778,-2.27,15.05,0.67,0.06,0.1,0.02,0.06,0,0,0,0,tran,2011,KOI-368,Lyr
369.01,1.8748,132,19,107.4265,0.003,5.88521,0.00013,20,90,0.0116,0.0089,0.5,2.2,1.3,0.066,1073,0.000015,2,1,,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.25,1.29,5.89,0.996,2.387,-2.34,-0.13,-0.99,0.28,0.86,0,0.29,0,0,0,0,tran,2011,KOI-369,Lyr
370.01,9.7635,321,46,136.6501,0.0035,42.8821,0.0012,21,20,0.0194,0.003,0.8,0.69,4.9,0.262,810,0.000024,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.86,1.93,42.88,1.598,3.883,-2.17,3.08,-0.35,0.21,0.38,0.03,0.18,0,0,0,0,tran,2011,KOI-370,Cyg
372.01,9.1846,7643,46,186.349,0.0044,125.6125,0.0064,111,65,0.0813,0.0093,0.17,0.9,8.5,0.499,344,0.00002,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.52,125.63,0.749,1.831,-1.46,6.63,0.84,0.13,0.21,0.4,0.3,0,0,0,0,tran,2011,KOI-372,Cyg
373.01,8.709,597,35,123.9263,0.005,135.1937,0.0072,92,142,0.025,0.0067,0.7,1.1,3.5,0.534,400,0.000039,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,135.19,0.669,1.647,-1.37,0.9,0.24,0.38,0.57,0.46,0.51,0,0,0,0,tran,2011,KOI-373,Cyg
374.01,11.2542,595,44,169.9597,0.0038,172.6735,0.0051,96,124,0.0243,0.0055,0.6,1.1,3.3,0.628,365,0.000021,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.02,1.76,172.69,0.923,2.262,-1.49,1.77,0.05,0.3,0.49,0.38,0.43,0,0,0,0,tran,2011,KOI-374,Cyg
377.01,4.5242,6938,129,115.66381,0.00078,19.25832,0.00017,32,6.4,0.0776,0.003,0.56,0.44,5.7,0.141,553,0.000018,1,1_2_3,1,Hot,Jovian,gas,metals-rich,non-habitable,0.9,2.91,19.27,0.759,1.864,-2.12,7.01,0.43,0.12,0.19,0.04,0.11,0,0,0,1,tran,2011,KOI-377,Lyr
377.02,5.0267,6240,83,108.4011,0.0014,38.9116,0.0006,36.2,2.9,0.0839,0.0017,0.88,0.16,6.2,0.225,438,0.000021,1,1_2,1,Hot,Jovian,gas,metals-rich,non-habitable,0.64,2.43,38.91,0.759,1.864,-1.96,7.46,0.3,0.11,0.2,0.1,0.15,0,0,0,1,tran,2011,KOI-377,Lyr
377.03,1.7745,225,22,115.0924,0.0059,1.592928,0.000068,7,41,0.014,0.016,0.2,2.9,1,0.027,1264,0.000036,1,,1,Hot,Superterran,rocky-iron,metals-rich,non-habitable,2.58,2.06,1.59,0.759,1.864,-2.32,-0.45,-0.72,0.29,0.76,0,0.27,0,0,0,1,tran,2011,KOI-377,Lyr
384.01,5.0735,176,30,107.4333,0.0036,5.07977,0.00012,4.7,9.5,0.015,0.0051,0.8,1,2,0.06,1143,0.00012,2,1,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,5.08,0.992,2.404,-2.32,0.28,-0.83,0.29,0.7,0,0.26,0,0,0,0,tran,2011,KOI-384,Cyg
385.01,3.4446,269,19,107.8373,0.0042,13.14613,0.0004,30,151,0.016,0.016,0.2,2.6,1.8,0.11,743,0.000077,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,13.14,0.683,1.687,-2.15,0.47,-0.51,0.31,0.65,0.03,0.27,0,0,0,0,tran,2011,KOI-385,Cyg
386.01,5.3012,845,46,106.905,0.0029,31.15847,0.00063,47.12,0.75,0.02782,0.00038,0.029,0.036,3.4,0.2,623,0.000093,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,31.16,0.955,2.302,-2.12,2.23,-0.39,0.24,0.45,0.05,0.22,0,0,0,0,tran,2011,KOI-386,Cyg
386.02,5.9833,660,24,133.6702,0.0064,76.735,0.0034,101.1,3.2,0.02374,0.00071,0.011,0.04,2.9,0.366,461,0.000097,2,NoObs,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,76.73,0.955,2.302,-1.88,1.85,-0.19,0.27,0.49,0.15,0.3,0,0,0,0,tran,2011,KOI-386,Cyg
387.01,3.3365,941,32,115.8646,0.003,13.89952,0.0003,28,98,0.031,0.02,0.5,1.9,2.5,0.1,534,0.000028,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.77,13.9,0.292,0.76,-1.83,0.58,-0.19,0.34,0.63,0.13,0.33,0,0,0,0,tran,2011,KOI-387,Lyr
388.01,5.371,267,34,102.5496,0.0035,6.14974,0.00015,10,158,0.006,0.017,0,4.8,0.6,0.063,925,0.000041,2,NoObs,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.05,1.78,6.15,1.16,2.858,-2.29,1.7,-0.74,0.25,0.5,0,0.21,0,0,0,0,tran,2011,KOI-388,Lyr
392.01,7.3677,216,14,104.316,0.01,33.4205,0.0024,35.4,1.6,0.01417,0.00061,0.013,0.042,1.9,0.209,614,0.000046,3,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,33.42,0.925,2.26,-2.08,0.66,-0.34,0.31,0.61,0.05,0.28,0,0,0,0,tran,2011,KOI-392,Lyr
393.01,6.7617,229,21,109.2556,0.0066,21.41586,0.00096,19,72,0.0152,0.0097,0.6,1.8,1.2,0.154,578,0.00012,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,21.42,0.901,2.167,-2.17,0.38,-0.51,0.31,0.67,0.03,0.28,0,0,0,0,tran,2011,KOI-393,Cyg
398.01,4.7975,8729,155,103.085,0.001,51.84581,0.00033,80,14,0.092,0.0036,0.57,0.41,8.6,0.267,403,0.000014,2,3,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.47,51.85,0.483,1.219,-1.63,6.28,0.65,0.13,0.22,0.27,0.25,0,0,0,0,tran,2011,KOI-398,Cyg
398.02,2.4429,1571,74,106.7183,0.0015,4.180054,0.000043,13.67,0.27,0.03726,0.00056,0.0002,-,3.5,0.05,932,0.000023,2,3,,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,4.18,0.483,1.219,-2.18,1.85,-0.62,0.25,0.49,0.01,0.21,0,0,0,0,tran,2011,KOI-398,Cyg
398.03,1.7407,453,28,66.8188,0.0024,1.729364,0.000018,6.9,2.1,0.02047,0.00065,0.218,0.065,1.9,0.028,1246,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,1.73,0.483,1.219,-2.24,0.11,-0.9,0.29,0.75,0,0.27,0,0,0,0,tran,2011,KOI-398,Cyg
401.01,5.3596,1986,100,118.4415,0.0013,29.19859,0.00029,45.63,0.38,0.041,0.00028,0.0002,-,6.2,0.19,629,0.000025,2,NoObs,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.37,29.2,1.039,2.6,-2.1,5.58,0,0.14,0.24,0.03,0.13,0,0,0,0,tran,2011,KOI-401,Lyr
401.02,6.2359,1411,30,184.2868,0.0049,160.0112,0.0069,114,43,0.0434,0.0034,0.9,0.32,6.6,0.591,357,-,4,,,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.37,160.02,1.039,2.6,-1.61,5.63,0.57,0.15,0.24,0.29,0.26,0,0,0,0,tran,2011,KOI-401,Lyr
403.01,1.5859,1206,41,104.1305,0.0016,21.0569,0.00024,31.9,9.6,0.35598,0.00096,1.74,0.52,39.7,0.152,637,0.00001,3,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.53,4.72,21.06,0.729,1.79,-2.1,37.18,1.83,0.03,0.05,0.04,0.05,0,0,0,0,tran,2011,KOI-403,Lyr
408.01,3.1757,1369,63,106.0728,0.0015,7.381987,0.000074,18.92,0.29,0.03466,0.00041,0.0189,-,3.6,0.075,889,0.000044,2,1,,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.82,7.38,0.722,1.767,-2.24,2.52,-0.58,0.23,0.43,0.01,0.19,0,0,0,0,tran,2011,KOI-408,Lyr
408.02,3.726,801,31,99.7951,0.0039,12.56093,0.00034,25.58,0.69,0.02735,0.00062,0.011,0.01,2.9,0.108,741,0.00005,2,1,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,12.56,0.722,1.767,-2.18,1.51,-0.47,0.27,0.51,0.02,0.23,0,0,0,0,tran,2011,KOI-408,Lyr
408.03,5.0363,676,20,85.9989,0.0061,30.82869,0.00088,49,315,0.024,0.032,0,3,2.6,0.196,550,-,4,,,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,30.83,0.722,1.767,-2.02,0.98,-0.19,0.31,0.56,0.08,0.27,0,0,0,0,tran,2011,KOI-408,Lyr
409.01,4.3307,582,49,112.5253,0.0025,13.24874,0.00024,17,34,0.0247,0.0098,0.7,1.2,1.4,0.108,545,0.000046,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,13.25,0.699,1.709,-2.17,0.63,-0.46,0.3,0.62,0.03,0.26,0,0,0,0,tran,2011,KOI-409,Lyr
410.01,1.8788,3744,211,109.28616,0.00033,7.216812,0.000017,14.5,4.4,0.1016,0.005,0.97,0.29,12.4,0.076,1009,-,2,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.52,4.85,7.22,0.985,2.368,-2.32,40.56,1.14,0.02,0.04,0.01,0.02,0,0,0,0,tran,2011,KOI-410,Cyg
412.01,3.0251,3335,226,103.32514,0.00037,4.147024,0.00001,11.416,0.052,0.05341,0.00019,0.0011,-,7.3,0.052,1211,0.000016,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.28,4.15,0.871,2.139,-2.3,5.05,-0.48,0.15,0.26,0,0.12,0,0,0,0,tran,2011,KOI-412,Lyr
413.01,2.627,943,34,109.5582,0.0025,15.22926,0.00027,47.8,1.4,0.02991,0.00062,0.042,0.01,2.8,0.119,619,0.00012,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,15.23,0.546,1.362,-2.06,1.33,-0.32,0.29,0.53,0.05,0.25,0,0,0,0,tran,2011,KOI-413,Cyg
415.01,7.0021,4456,118,178.1412,0.0014,166.7879,0.0019,229.111,0.016,0.062,0.063,0.006,0.01,7.7,0.611,352,0.000028,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.45,166.79,0.912,2.21,-1.48,6.12,0.75,0.14,0.22,0.38,0.3,0,0,0,0,tran,2011,KOI-415,Cyg
416.01,3.7319,1516,83,118.8413,0.0013,18.20811,0.00017,38.65,0.11,0.03601,0.00028,0.0038,-,2.9,0.131,536,0.000024,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,18.21,0.462,1.162,-1.96,1.51,-0.24,0.29,0.51,0.09,0.27,0,0,0,0,tran,2011,KOI-416,Lyr
416.02,4.0059,1053,32,86.78,0.0033,88.2547,0.0013,115,200,0.035,0.012,0.78,0.97,2.8,0.376,317,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,88.25,0.462,1.162,-1.28,1.33,0.24,0.35,0.53,0.54,0.53,0,0,0,0,tran,2011,KOI-416,Lyr
417.01,2.4571,6216,185,109.96607,0.00044,19.193112,0.000062,36,11,0.0972,0.0017,0.84,0.25,9,0.142,608,0.000039,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.69,2.89,19.19,0.687,1.68,-2.1,9.42,0.45,0.09,0.15,0.05,0.1,0,0,0,0,tran,2011,KOI-417,Cyg
419.01,2.7205,7097,292,122.38996,0.0003,20.13146,0.000044,42,13,0.09084,0.00037,0.65,0.19,7.5,0.146,573,0.000011,2,,,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.56,4.29,20.13,0.744,1.809,-2.12,27.79,1.49,0.03,0.06,0.04,0.05,0,0,0,0,tran,2011,KOI-419,Lyr
420.01,2.2582,2490,195,107.08404,0.0004,6.010401,0.000017,21,17,0.0474,0.0081,0.39,1,4.3,0.061,763,0.000014,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.81,6.01,0.378,0.969,-2.08,2.47,-0.44,0.23,0.43,0.03,0.2,0,0,0,0,tran,2011,KOI-420,Lyr
421.01,2.6993,16119,687,105.81931,0.00025,4.4542074,0.000009,16.852,0.036,0.11481,0.00018,0.001,-,14.5,0.053,1068,0.000039,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.71,2.8,4.45,0.557,1.398,-2.21,8.7,0,0.1,0.17,0.01,0.08,0,0,0,0,tran,2011,KOI-421,Cyg
423.01,6.0128,8420,241,135.856,0.00051,21.087391,0.000085,29.034,0.097,0.08496,0.00025,0.0003,-,9.6,0.154,685,0.000027,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.72,2.67,21.09,0.89,2.144,-2.17,7.66,0.2,0.11,0.19,0.03,0.11,0,0,0,1,tran,2011,KOI-423,Cyg
425.01,1.5268,11348,122,102.75274,0.00034,5.428352,0.000013,15,4.2,0.133,0.014,0.9,0.26,13.2,0.061,967,-,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.82,5.43,0.694,1.697,-2.26,8.86,-0.01,0.1,0.16,0.01,0.08,0,0,0,0,tran,2011,KOI-425,Cyg
426.01,3.4978,836,36,105.1505,0.0027,16.30089,0.00035,37.91,0.94,0.02709,0.00055,0.029,0.01,3.5,0.13,773,0.000042,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,16.3,0.93,2.257,-2.21,2.33,-0.51,0.24,0.44,0.02,0.2,0,0,0,0,tran,2011,KOI-426,Cyg
427.01,2.9072,1670,44,124.7364,0.002,24.6157,0.00034,38,11,0.0457,0.001,0.75,0.22,4.6,0.165,554,0.000011,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,24.61,0.577,1.438,-1.98,2.98,-0.17,0.22,0.38,0.08,0.22,0,0,0,0,tran,2011,KOI-427,Lyr
428.01,6.8663,3529,361,105.51811,0.00049,6.873163,0.000023,8.103,0.017,0.05591,0.0001,0,0.01,5.6,0.073,959,0.000041,2,,,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.34,6.87,0.949,2.276,-2.32,5.38,-0.35,0.15,0.25,0.01,0.12,0,0,0,1,tran,2011,KOI-428,Cyg
429.01,4.037,2667,150,105.52804,0.00079,8.600087,0.000048,17.1,0.1,0.04762,0.00023,0.027,0.017,4.8,0.081,760,0.000043,3,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,8.6,0.52,1.308,-2.13,2.98,-0.39,0.21,0.38,0.02,0.18,0,0,0,0,tran,2011,KOI-429,Cyg
430.01,2.7448,1585,52,112.4041,0.0016,12.37645,0.00019,33,80,0.038,0.018,0.4,1.7,2.7,0.087,493,0.000014,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,12.38,0.167,0.448,-1.59,0.41,-0.09,0.38,0.67,0.28,0.44,0,0,0,0,tran,2011,KOI-430,Dra
431.01,3.158,1039,44,111.7122,0.002,18.86998,0.00031,36,84,0.033,0.015,0.7,1.3,3.6,0.139,622,0.000012,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,18.87,0.609,1.52,-2.05,2.03,-0.4,0.26,0.48,0.05,0.23,0,0,0,0,tran,2011,KOI-431,Dra
431.02,3.8717,768,24,87.3073,0.0045,46.90198,0.00094,51,68,0.032,0.008,0.88,0.66,3.5,0.254,460,-,4,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,46.9,0.609,1.52,-1.81,1.33,-0.08,0.31,0.53,0.16,0.32,0,0,0,0,tran,2011,KOI-431,Dra
432.01,2.1018,959,72,107.35008,0.0009,5.263436,0.000033,14,24,0.0321,0.0096,0.7,1.1,3.6,0.061,1049,0.000023,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,5.26,0.813,1.973,-2.3,2.33,-0.69,0.23,0.44,0.01,0.19,0,0,0,0,tran,2011,KOI-432,Cyg
433.01,2.8751,2730,104,104.09249,0.00084,4.03042,0.000023,11,19,0.049,0.018,0.3,1.5,5.8,0.05,1076,0.000047,3,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,1.98,4.03,0.527,1.326,-2.21,3.33,-0.51,0.2,0.36,0.01,0.16,0,0,0,0,tran,2011,KOI-433,Cyg
433.02,11.7758,12016,195,132.2029,0.0013,328.2403,0.0019,176.2,8.4,0.1133,0.0013,0.73,0.18,13.4,0.935,249,-,4,,,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.71,2.76,328.24,0.527,1.326,-0.17,8.38,1.8,0.1,0.17,0.78,0.39,0,0,1,0,tran,2011,KOI-433,Cyg
435.01,5.4169,1436,57,111.9483,0.0019,20.54902,0.00033,29.53,0.4,0.0352,0.00041,0.003,0.01,3,0.148,579,0.000022,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,20.55,0.743,1.808,-2.12,2.42,-0.38,0.24,0.43,0.04,0.21,0,0,0,0,tran,2011,KOI-435,Cyg
438.01,2.3764,866,42,107.7956,0.0017,5.931204,0.00007,16,39,0.03,0.016,0.6,1.4,2.2,0.056,668,0.000023,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,5.93,0.206,0.548,-1.89,0.2,-0.44,0.34,0.72,0.08,0.32,0,0,0,0,tran,2011,KOI-438,Cyg
439.01,2.1891,2065,201,103.44904,0.00038,1.9022064,0.000005,5.8,4.1,0.0447,0.0063,0.56,0.83,2.7,0.029,1014,0.000025,2,NoObs,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,1.9,0.5,1.25,-2.25,2.42,-0.73,0.23,0.43,0,0.19,0,0,0,0,tran,2011,KOI-439,Cyg
440.01,4.0463,907,41,110.9313,0.0023,15.90655,0.00027,22,47,0.031,0.014,0.7,1.2,2.8,0.12,576,0.000072,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,15.91,0.434,1.103,-1.96,0.6,-0.29,0.33,0.62,0.08,0.3,0,0,0,0,tran,2011,KOI-440,Lyr
440.02,1.6038,689,36,103.8861,0.0015,4.973444,0.00005,23.7,0.77,0.02488,0.00048,0.031,0.048,2.2,0.055,850,0.000096,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,4.97,0.434,1.103,-2.14,0.69,-0.52,0.3,0.61,0.02,0.25,0,0,0,0,tran,2011,KOI-440,Lyr
442.01,4.4306,392,26,104.6832,0.0043,13.53981,0.00041,23.22,0.68,0.01862,0.00048,0.008,0.01,1.9,0.113,722,0.000082,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,13.54,0.731,1.781,-2.18,0.36,-0.56,0.31,0.68,0.03,0.27,0,0,0,0,tran,2011,KOI-442,Lyr
442.02,2.3333,173,23,67.5316,0.0036,1.732341,0.000026,6.29,0.2,0.01435,0.00037,0.06,-,1.4,0.029,1425,-,4,,,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.14,1.15,1.73,0.731,1.781,-2.34,-0.23,-1.16,0.28,0.93,0,0.29,0,0,0,0,tran,2011,KOI-442,Lyr
443.01,4.7403,686,44,113.0459,0.0027,16.21718,0.0003,26.46,0.44,0.02481,0.00037,0.0056,-,2.2,0.127,631,0.000037,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,16.22,0.698,1.707,-2.14,1.68,-0.42,0.27,0.5,0.04,0.23,0,0,0,0,tran,2011,KOI-443,Lyr
444.01,4.0665,432,29,110.3174,0.0039,11.7228,0.00031,22,114,0.02,0.019,0,2.7,2,0.103,763,0.000084,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,11.72,0.724,1.765,-2.2,0.6,-0.51,0.3,0.62,0.02,0.26,0,0,0,0,tran,2011,KOI-444,Lyr
446.01,2.7087,790,23,107.7539,0.0032,16.70916,0.00036,32,129,0.03,0.025,0.8,1.5,2.3,0.115,490,0.000024,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,16.71,0.316,0.82,-1.82,0.29,-0.3,0.35,0.7,0.14,0.36,0,0,0,0,tran,2011,KOI-446,Lyr
446.02,3.7173,561,14,118.4722,0.0066,28.5532,0.0015,59,364,0.022,0.031,0.2,2.9,1.7,0.164,411,0.000026,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,28.55,0.316,0.82,-1.63,0.25,-0.19,0.38,0.71,0.27,0.44,0,0,0,0,tran,2011,KOI-446,Lyr
448.01,2.862,1164,27,111.4491,0.0033,10.13961,0.00023,28.6,1.2,0.03002,0.00094,0.013,0.04,2.3,0.079,564,0.00017,2,NoObs,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,10.14,0.182,0.488,-1.71,0.1,-0.35,0.36,0.76,0.19,0.4,0,0,0,0,tran,2011,KOI-448,Cyg
448.02,5.0051,2158,33,127.4625,0.0037,43.6205,0.0013,45,38,0.0488,0.0088,0.79,0.67,3.8,0.21,346,0.00015,2,NoObs,,Warm,Neptunian,water-gas,metals-rich,non-habitable,1.32,1.88,43.61,0.182,0.488,-0.92,1.12,0.47,0.4,0.54,0.85,0.66,0,0,0,0,tran,2011,KOI-448,Cyg
452.01,5.0013,422,50,102.9417,0.0025,3.705996,0.000064,5.758,0.08,0.01956,0.00025,0.0028,-,2.3,0.048,1242,0.000067,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.9,3.71,0.85,2.072,-2.31,0.93,-0.69,0.28,0.56,0,0.23,0,0,0,0,tran,2011,KOI-452,Cyg
454.01,4.658,766,23,103.5546,0.0047,29.008,0.001,40,156,0.027,0.022,0.6,1.9,2.4,0.181,487,0.000028,2,,,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,29.01,0.488,1.229,-1.85,1.51,-0.15,0.29,0.51,0.14,0.3,0,0,0,0,tran,2011,KOI-454,Lyr
456.01,4.2628,1007,51,104.4739,0.0023,13.70035,0.00023,25.57,0.38,0.03051,0.00039,0.009,0.022,3.1,0.114,714,0.000029,2,,,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,13.7,0.714,1.745,-2.17,2.42,-0.46,0.23,0.43,0.03,0.2,0,0,0,0,tran,2011,KOI-456,Lyr
456.02,2.9208,222,18,67.0265,0.0054,4.30954,0.0001,13.06,0.56,0.01621,0.00054,0.0615,-,1.7,0.053,1047,-,4,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,4.31,0.714,1.745,-2.28,0.12,-0.84,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011,KOI-456,Lyr
457.01,1.8924,684,40,107.2985,0.0017,4.921331,0.000057,13,40,0.028,0.017,0.8,1.3,2.2,0.054,799,0.000032,2,,,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,4.92,0.408,1.037,-2.13,0.27,-0.63,0.31,0.7,0.02,0.28,0,0,0,0,tran,2011,KOI-457,Lyr
458.01,4.0333,3084,60,141.0775,0.0018,53.71858,0.00079,49,15,0.0768,0.0062,0.93,0.28,10.5,0.286,515,0.000011,3,,,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.5,53.72,0.894,2.189,-1.96,6.45,0.36,0.13,0.22,0.1,0.16,0,0,0,0,tran,2011,KOI-458,Lyr
