P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
433.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.85,1.98,4.03,0.527,1.326,-2.21,3.33,-0.51,0.2,0.36,0.01,0.16,0,0,0,0,tran,2011
433.02,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.71,2.76,328.24,0.527,1.326,-0.17,8.38,1.8,0.1,0.17,0.78,0.39,0,0,1,0,tran,2011
435.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,20.55,0.743,1.808,-2.12,2.42,-0.38,0.24,0.43,0.04,0.21,0,0,0,0,tran,2011
435.02,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.74,2.55,815,0.743,1.808,0.85,6.85,1.82,0.12,0.2,0.5,0.34,0,0,0,0,tran,2011
438.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,5.93,0.206,0.548,-1.89,0.2,-0.44,0.34,0.72,0.08,0.32,0,0,0,0,tran,2011
438.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,52.66,0.293,0.762,-1.24,0.68,0.23,0.41,0.61,0.58,0.59,0,0,0,0,tran,2011
439.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,1.9,0.5,1.25,-2.25,2.42,-0.73,0.23,0.43,0,0.19,0,0,0,0,tran,2011
440.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,15.91,0.434,1.103,-1.96,0.6,-0.29,0.33,0.62,0.08,0.3,0,0,0,0,tran,2011
440.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,4.97,0.434,1.103,-2.14,0.69,-0.52,0.3,0.61,0.02,0.25,0,0,0,0,tran,2011
442.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,13.54,0.731,1.781,-2.18,0.36,-0.56,0.31,0.68,0.03,0.27,0,0,0,0,tran,2011
442.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.14,1.15,1.73,0.731,1.781,-2.34,-0.23,-1.16,0.28,0.93,0,0.29,0,0,0,0,tran,2011
442.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,7.03,0.731,1.781,-2.26,0.01,-0.83,0.29,0.79,0.01,0.29,0,0,0,0,tran,2011
443.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,16.22,0.698,1.707,-2.14,1.68,-0.42,0.27,0.5,0.04,0.23,0,0,0,0,tran,2011
444.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,11.72,0.724,1.765,-2.2,0.6,-0.51,0.3,0.62,0.02,0.26,0,0,0,0,tran,2011
446.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.63,16.71,0.316,0.82,-1.82,0.29,-0.3,0.35,0.7,0.14,0.36,0,0,0,0,tran,2011
446.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,28.55,0.316,0.82,-1.63,0.25,-0.19,0.38,0.71,0.27,0.44,0,0,0,0,tran,2011
448.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.51,10.14,0.182,0.488,-1.71,0.1,-0.35,0.36,0.76,0.19,0.4,0,0,0,0,tran,2011
448.02,Warm,Neptunian,water-gas,metals-rich,non-habitable,1.32,1.88,43.61,0.182,0.488,-0.92,1.12,0.47,0.4,0.54,0.85,0.66,0,0,0,0,tran,2011
452.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.9,3.71,0.85,2.072,-2.31,0.93,-0.69,0.28,0.56,0,0.23,0,0,0,0,tran,2011
454.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,29.01,0.488,1.229,-1.85,1.51,-0.15,0.29,0.51,0.14,0.3,0,0,0,0,tran,2011
456.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,13.7,0.714,1.745,-2.17,2.42,-0.46,0.23,0.43,0.03,0.2,0,0,0,0,tran,2011
456.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.39,1.52,4.31,0.714,1.745,-2.28,0.12,-0.84,0.29,0.75,0.01,0.28,0,0,0,0,tran,2011
457.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,4.92,0.408,1.037,-2.13,0.27,-0.63,0.31,0.7,0.02,0.28,0,0,0,0,tran,2011
457.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,7.06,0.408,1.037,-2.09,0.41,-0.51,0.31,0.67,0.03,0.28,0,0,0,0,tran,2011
458.01,Hot,Jovian,gas,metals-rich,non-habitable,0.75,2.5,53.72,0.894,2.189,-1.96,6.45,0.36,0.13,0.22,0.1,0.16,0,0,0,0,tran,2011
459.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,19.45,0.749,1.834,-2.12,2.14,-0.44,0.25,0.47,0.04,0.22,0,0,0,0,tran,2011
459.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,6.92,0.749,1.834,-2.25,-0.12,-0.92,0.29,0.85,0.01,0.29,0,0,0,0,tran,2011
460.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.82,17.59,0.678,1.684,-2.1,2.52,-0.38,0.23,0.43,0.04,0.21,0,0,0,0,tran,2011
463.01,Warm,Superterran,rocky-water,metals-rich,thermoplanet,1.34,1.43,18.48,0.084,0.229,-0.9,0.01,-0.05,0.53,0.79,0.88,0.83,0,1,0,0,tran,2011
464.01,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.27,58.36,0.616,1.534,-1.74,4.97,0.37,0.16,0.27,0.21,0.24,0,0,0,0,tran,2011
464.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,5.35,0.616,1.534,-2.22,0.88,-0.56,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011
465.01,Warm,Neptunian,gas,metals-rich,non-habitable,0.88,1.86,349.89,0.882,2.126,-0.8,2.7,0.42,0.26,0.41,0.83,0.56,0,0,0,0,tran,2011
466.01,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.46,9.39,0.812,1.965,-2.25,6.2,-0.14,0.13,0.22,0.01,0.11,0,0,0,0,tran,2011
467.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,18.01,0.665,1.632,-2.1,3.69,-0.19,0.19,0.33,0.04,0.18,0,0,0,0,tran,2011
468.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,22.18,0.467,1.182,-1.91,2.23,-0.25,0.25,0.45,0.1,0.26,0,0,0,0,tran,2011
469.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.18,10.33,0.872,2.102,-2.26,4.46,-0.32,0.17,0.29,0.01,0.14,0,0,0,0,tran,2011
470.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.87,1.91,3.75,0.61,1.506,-2.26,2.98,-0.6,0.21,0.38,0.01,0.17,0,0,0,0,tran,2011
471.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,21.35,0.63,1.549,-2.05,0.69,-0.3,0.31,0.61,0.06,0.28,0,0,0,0,tran,2011
471.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.04,1.04,7.81,0.63,1.549,-2.2,-0.3,-1.04,0.29,0.98,0.02,0.3,0,0,0,0,tran,2011
473.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,12.71,0.558,1.385,-2.1,2.03,-0.45,0.25,0.48,0.04,0.23,0,0,0,0,tran,2011
474.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,10.95,0.978,2.344,-2.28,0.88,-0.53,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011
474.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,28.99,0.978,2.344,-2.15,0.88,-0.32,0.3,0.57,0.04,0.26,0,0,0,0,tran,2011
474.03,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,94.88,0.978,2.344,-1.81,1.85,-0.13,0.28,0.49,0.19,0.32,0,0,0,0,tran,2011
474.04,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.4,5.04,0.978,2.344,-2.34,-0.02,-0.95,0.28,0.81,0,0.28,0,0,0,0,tran,2011
475.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,8.18,0.497,1.253,-2.12,0.64,-0.47,0.31,0.62,0.03,0.26,0,0,0,0,tran,2011
475.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,15.31,0.497,1.253,-2.02,0.87,-0.26,0.31,0.57,0.06,0.27,0,0,0,0,tran,2011
476.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,18.43,0.475,1.202,-1.96,0.6,-0.28,0.33,0.62,0.08,0.3,0,0,0,0,tran,2011
477.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,16.54,0.449,1.138,-1.97,0.6,-0.29,0.32,0.62,0.08,0.29,0,0,0,0,tran,2011
478.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.23,1.85,11.02,0.169,0.455,-1.63,1.3,0.02,0.32,0.53,0.24,0.37,0,0,0,0,tran,2011
479.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,34.19,0.677,1.659,-1.96,2.23,-0.26,0.25,0.45,0.1,0.25,0,0,0,0,tran,2011
480.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,4.3,0.574,1.432,-2.23,0.88,-0.58,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011
481.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,7.65,0.525,1.309,-2.15,0.98,-0.41,0.29,0.56,0.02,0.24,0,0,0,0,tran,2011
481.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,1.55,0.525,1.309,-2.27,0.15,-0.92,0.29,0.74,0,0.27,0,0,0,0,tran,2011
481.03,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,34.26,0.525,1.309,-1.83,1.16,-0.07,0.32,0.54,0.15,0.32,0,0,0,0,tran,2011
483.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,4.8,0.583,1.443,-2.23,0.85,-0.56,0.29,0.58,0.01,0.24,0,0,0,0,tran,2011
484.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,17.21,0.463,1.165,-1.97,0.85,-0.21,0.32,0.58,0.08,0.28,0,0,0,0,tran,2011
486.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.86,22.18,0.703,1.716,-2.08,0.83,-0.29,0.31,0.58,0.05,0.27,0,0,0,0,tran,2011
487.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,7.66,0.638,1.574,-2.2,1.16,-0.49,0.28,0.54,0.02,0.23,0,0,0,0,tran,2011
488.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,9.38,0.681,1.673,-2.2,0.7,-0.51,0.3,0.6,0.02,0.25,0,0,0,0,tran,2011
490.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.38,1.49,4.39,0.392,1.003,-2.13,0.08,-0.73,0.31,0.76,0.02,0.29,0,0,0,0,tran,2011
490.02,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.73,2.62,341,0.392,1.003,0.51,7.34,1.89,0.12,0.19,0.52,0.34,0,0,0,0,tran,2011
490.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,7.41,0.392,1.003,-2.07,0.02,-0.68,0.31,0.79,0.03,0.3,0,0,0,0,tran,2011
490.04,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.24,1.28,21.8,0.392,1.003,-1.84,-0.14,-0.61,0.34,0.86,0.14,0.38,0,0,0,0,tran,2011
492.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,29.91,0.642,1.601,-1.97,1.68,-0.27,0.28,0.5,0.08,0.26,0,0,0,0,tran,2011
494.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.49,25.7,0.166,0.446,-1.22,0.08,-0.11,0.45,0.77,0.6,0.67,0,0,0,0,tran,2011
496.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,1.62,0.567,1.421,-2.27,0.23,-0.9,0.29,0.71,0,0.27,0,0,0,0,tran,2011
497.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,13.19,0.896,2.158,-2.24,1.33,-0.5,0.27,0.53,0.02,0.23,0,0,0,0,tran,2011
497.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.45,4.43,0.896,2.158,-2.33,0.04,-0.92,0.29,0.78,0,0.28,0,0,0,0,tran,2011
499.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,9.67,0.5,1.26,-2.1,0.07,-0.66,0.31,0.77,0.03,0.3,0,0,0,0,tran,2011
500.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,7.05,0.223,0.592,-1.88,0.5,-0.29,0.34,0.65,0.09,0.31,0,0,0,0,tran,2011
500.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,9.52,0.223,0.592,-1.81,0.56,-0.2,0.34,0.63,0.13,0.33,0,0,0,0,tran,2011
500.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.1,1.1,3.07,0.223,0.592,-2.02,-0.26,-0.94,0.31,0.95,0.03,0.31,0,0,0,0,tran,2011
500.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.48,4.65,0.223,0.592,-1.96,0.07,-0.59,0.33,0.77,0.05,0.31,0,0,0,0,tran,2011
500.05,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.93,0.93,0.99,0.223,0.592,-2.12,-0.34,-1.17,0.29,0.96,0.01,0.3,0,0,0,0,tran,2011
501.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,24.8,0.67,1.646,-2.04,0.69,-0.29,0.32,0.61,0.06,0.28,0,0,0,0,tran,2011
503.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,8.22,0.215,0.573,-1.83,0.47,-0.26,0.34,0.65,0.11,0.33,0,0,0,0,tran,2011
504.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,40.61,0.571,1.415,-1.82,0.61,-0.13,0.34,0.62,0.16,0.35,0,0,0,0,tran,2011
505.01,Hot,Jovian,gas,metals-rich,non-habitable,0.8,2.23,13.77,1.101,2.795,-2.17,4.71,-0.31,0.16,0.28,0.01,0.13,0,0,0,0,tran,2011
505.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.75,6.2,1.101,2.795,-2.22,2.17,-0.76,0.24,0.46,0,0.2,0,0,0,0,tran,2011
505.03,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,3.25,1.101,2.795,-2.25,2.25,-0.85,0.23,0.45,0,0.19,0,0,0,0,tran,2011
505.04,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,8.35,1.101,2.795,-2.21,2.64,-0.65,0.22,0.41,0.01,0.18,0,0,0,0,tran,2011
505.05,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.4,87.09,1.101,2.795,-1.86,5.79,0.35,0.14,0.24,0.13,0.18,0,0,0,0,tran,2011
507.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,18.49,0.538,1.351,-2.01,2.14,-0.36,0.25,0.47,0.06,0.24,0,0,0,0,tran,2011
508.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.77,7.93,0.753,1.858,-2.22,2.27,-0.59,0.24,0.45,0.01,0.2,0,0,0,0,tran,2011
508.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,16.67,0.753,1.858,-2.13,2.15,-0.46,0.25,0.46,0.03,0.22,0,0,0,0,tran,2011
509.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,4.17,0.595,1.471,-2.24,0.66,-0.63,0.29,0.61,0.01,0.25,0,0,0,0,tran,2011
509.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,11.46,0.595,1.471,-2.14,1.33,-0.41,0.28,0.53,0.03,0.24,0,0,0,0,tran,2011
509.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.67,39.59,0.595,1.471,-1.85,0.36,-0.26,0.34,0.68,0.15,0.36,0,0,0,0,tran,2011
510.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,2.94,0.676,1.677,-2.27,0.69,-0.73,0.29,0.61,0,0.24,0,0,0,0,tran,2011
510.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,6.39,0.676,1.677,-2.22,0.88,-0.55,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011
510.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,14.63,0.676,1.677,-2.13,0.69,-0.42,0.31,0.61,0.03,0.26,0,0,0,0,tran,2011
510.04,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,35.12,0.676,1.677,-1.95,1.68,-0.25,0.28,0.5,0.09,0.27,0,0,0,0,tran,2011
511.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,8.01,0.896,2.169,-2.28,1.33,-0.6,0.27,0.53,0.01,0.22,0,0,0,0,tran,2011
511.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.36,1.47,4.26,0.896,2.169,-2.33,0.05,-0.92,0.29,0.78,0,0.28,0,0,0,0,tran,2011
512.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,6.51,0.656,1.633,-2.21,0.88,-0.54,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011
513.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,35.18,1.05,2.505,-2.14,2.79,-0.31,0.22,0.4,0.05,0.2,0,0,0,0,tran,2011
517.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,2.75,0.791,1.952,-2.3,2.23,-0.81,0.23,0.45,0,0.2,0,0,0,0,tran,2011
518.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,13.98,0.299,0.778,-1.85,0.43,-0.27,0.34,0.66,0.12,0.33,0,0,0,0,tran,2011
518.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,44,0.299,0.778,-1.39,-0.03,-0.28,0.41,0.81,0.45,0.59,0,0,0,0,tran,2011
518.03,Warm,Superterran,rocky-water,metals-rich,psychroplanet,1.44,1.79,247.35,0.299,0.778,0.47,0.62,0.75,0.48,0.62,0.51,0.56,0,1,0,0,tran,2011
519.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,11.9,0.768,1.867,-2.21,0.88,-0.45,0.29,0.57,0.02,0.24,0,0,0,0,tran,2011
519.02,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,34.04,0.768,1.867,-2.02,0.98,-0.18,0.31,0.56,0.08,0.28,0,0,0,0,tran,2011
520.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,12.76,0.486,1.227,-2.05,0.79,-0.32,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
520.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,5.43,0.486,1.227,-2.16,-0.08,-0.85,0.3,0.83,0.02,0.29,0,0,0,0,tran,2011
521.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.82,10.16,0.815,2.003,-2.21,2.52,-0.54,0.23,0.43,0.01,0.19,0,0,0,0,tran,2011
523.01,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.35,49.41,0.908,2.191,-1.99,5.46,0.22,0.15,0.25,0.09,0.17,0,0,0,0,tran,2011
523.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,36.85,0.908,2.191,-2.07,1.51,-0.3,0.28,0.51,0.06,0.25,0,0,0,0,tran,2011
524.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,4.59,0.486,1.219,-2.19,0.67,-0.56,0.3,0.61,0.01,0.25,0,0,0,0,tran,2011
525.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.84,2.05,11.53,0.844,2.078,-2.21,3.69,-0.39,0.19,0.33,0.01,0.16,0,0,0,0,tran,2011
526.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,2.1,0.555,1.378,-2.27,1.16,-0.7,0.27,0.54,0,0.22,0,0,0,0,tran,2011
528.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,9.58,0.763,1.882,-2.21,1.51,-0.55,0.27,0.51,0.01,0.22,0,0,0,0,tran,2011
528.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,96.67,0.763,1.882,-1.65,2.42,-0.01,0.25,0.43,0.27,0.35,0,0,0,0,tran,2011
528.03,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,20.55,0.763,1.882,-2.11,2.23,-0.43,0.24,0.45,0.04,0.22,0,0,0,0,tran,2011
530.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,10.94,0.627,1.544,-2.16,0.5,-0.51,0.31,0.65,0.03,0.27,0,0,0,0,tran,2011
531.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.8,3.69,0.233,0.621,-2,2.41,-0.41,0.24,0.44,0.04,0.21,0,0,0,0,tran,2011
532.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,4.22,0.813,1.967,-2.32,1.16,-0.67,0.27,0.54,0,0.22,0,0,0,0,tran,2011
533.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,16.55,0.567,1.421,-2.05,0.79,-0.31,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
533.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.08,1.08,3.52,0.567,1.421,-2.23,-0.27,-1.09,0.29,0.96,0.01,0.3,0,0,0,0,tran,2011
534.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,6.4,0.473,1.189,-2.14,0.86,-0.44,0.3,0.57,0.02,0.25,0,0,0,0,tran,2011
534.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,2.74,0.473,1.189,-2.22,0.15,-0.81,0.3,0.74,0.01,0.27,0,0,0,0,tran,2011
535.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,5.85,0.807,1.961,-2.29,2.14,-0.69,0.24,0.47,0.01,0.2,0,0,0,0,tran,2011
536.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,162.34,0.658,1.614,-1.16,1.68,0.21,0.33,0.5,0.61,0.55,0,0,0,0,tran,2011
537.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,2.82,0.803,1.943,-2.34,0.54,-0.8,0.28,0.64,0,0.25,0,0,0,0,tran,2011
538.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,21.22,0.893,2.153,-2.17,1.68,-0.44,0.26,0.5,0.03,0.23,0,0,0,0,tran,2011
541.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,13.65,0.557,1.383,-2.09,0.88,-0.32,0.3,0.57,0.04,0.26,0,0,0,0,tran,2011
542.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,41.89,0.769,1.892,-1.96,0.98,-0.14,0.31,0.56,0.1,0.29,0,0,0,0,tran,2011
542.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.34,1.43,13.82,0.769,1.892,-2.17,0.01,-0.74,0.3,0.79,0.02,0.29,0,0,0,0,tran,2011
543.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,4.3,0.487,1.221,-2.19,0.68,-0.57,0.3,0.61,0.01,0.25,0,0,0,0,tran,2011
543.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,3.14,0.487,1.221,-2.22,-0.07,-0.91,0.29,0.83,0.01,0.29,0,0,0,0,tran,2011
546.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,20.68,0.855,2.064,-2.16,1.68,-0.43,0.27,0.5,0.03,0.23,0,0,0,0,tran,2011
546.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,9.83,0.855,2.064,-2.26,0.6,-0.58,0.29,0.62,0.01,0.25,0,0,0,0,tran,2011
547.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,25.3,0.443,1.12,-1.85,2.61,-0.12,0.24,0.42,0.14,0.26,0,0,0,0,tran,2011
548.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.92,1.72,21.3,0.967,2.319,-2.2,2.06,-0.5,0.25,0.47,0.03,0.22,0,0,0,0,tran,2011
550.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,13.02,0.687,1.68,-2.17,0.88,-0.39,0.3,0.57,0.03,0.25,0,0,0,0,tran,2011
551.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,11.64,0.672,1.646,-2.17,0.64,-0.47,0.3,0.62,0.02,0.26,0,0,0,0,tran,2011
551.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.7,5.69,0.672,1.646,-2.25,0.41,-0.68,0.3,0.67,0.01,0.26,0,0,0,0,tran,2011
554.01,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.42,3.66,0.789,1.911,-2.32,5.96,-0.38,0.14,0.23,0,0.11,0,0,0,0,tran,2011
555.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,3.7,0.57,1.436,-2.22,-0.08,-0.92,0.29,0.83,0.01,0.29,0,0,0,0,tran,2011
555.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.32,1.88,86.49,0.57,1.436,-1.48,1.12,0.18,0.35,0.54,0.38,0.46,0,0,0,0,tran,2011
557.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.36,1.9,15.66,0.476,1.205,-2,1.05,-0.23,0.31,0.55,0.06,0.27,0,0,0,0,tran,2011
558.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,9.18,0.551,1.37,-2.14,0.6,-0.48,0.31,0.62,0.03,0.26,0,0,0,0,tran,2011
560.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,23.68,0.473,1.188,-1.9,0.98,-0.1,0.32,0.56,0.11,0.3,0,0,0,0,tran,2011
561.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,5.38,0.472,1.189,-2.16,0.25,-0.66,0.31,0.71,0.02,0.27,0,0,0,0,tran,2011
563.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.66,15.28,0.841,2.033,-2.2,0.34,-0.58,0.3,0.68,0.02,0.27,0,0,0,0,tran,2011
564.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,21.06,0.728,1.775,-2.11,1.16,-0.31,0.29,0.54,0.05,0.25,0,0,0,0,tran,2011
564.02,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.31,127.9,0.728,1.775,-1.44,5.22,0.64,0.16,0.26,0.41,0.33,0,0,0,0,tran,2011
