P. Name,P. Zone Class,P. Mass Class,P. Composition Class,P. Atmosphere Class,P. Habitable Class,P. Gravity (EU),P. Esc Vel (EU),P. Period (days),S. Hab Zone Min (AU),S. Hab Zone Max (AU),P. HZD,P. HZC,P. HZA,P. HZI,P. Int ESI,P. Surf ESI,P. ESI,S. HabCat,P. Habitable,P. Hab Moon,P. Confirmed,P. Disc. Method,P. Disc. Year
564.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,6.22,0.728,1.775,-2.26,-0.08,-0.89,0.29,0.83,0.01,0.29,0,0,0,0,tran,2011
566.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,25.86,0.825,1.996,-2.11,0.79,-0.32,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
567.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,10.69,0.676,1.657,-2.19,1.51,-0.48,0.27,0.51,0.02,0.23,0,0,0,0,tran,2011
567.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,20.3,0.676,1.657,-2.08,0.79,-0.31,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
567.03,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,29.02,0.676,1.657,-2,1.33,-0.23,0.29,0.53,0.08,0.27,0,0,0,0,tran,2011
568.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.28,1.33,3.38,0.511,1.277,-2.22,-0.09,-0.92,0.29,0.84,0.01,0.29,0,0,0,0,tran,2011
568.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.73,0.74,2.36,0.511,1.277,-2.25,-0.4,-1.31,0.28,0.85,0,0.29,0,0,0,0,tran,2011
569.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,20.73,0.481,1.214,-1.94,0.79,-0.2,0.32,0.59,0.09,0.29,0,0,0,0,tran,2011
569.02,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.22,1.25,1.63,0.481,1.214,-2.24,-0.16,-1.05,0.29,0.88,0,0.29,0,0,0,0,tran,2011
571.01,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.17,1.19,7.27,0.157,0.422,-1.75,-0.21,-0.67,0.35,0.9,0.16,0.4,0,0,0,0,tran,2011
571.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.35,13.34,0.157,0.422,-1.53,-0.08,-0.4,0.39,0.83,0.33,0.51,0,0,0,0,tran,2011
571.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.24,1.27,3.89,0.157,0.422,-1.9,-0.14,-0.7,0.33,0.87,0.07,0.34,0,0,0,0,tran,2011
571.04,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.35,1.44,22.41,0.203,0.542,-1.45,0.02,-0.26,0.4,0.79,0.4,0.55,0,0,0,0,tran,2011
572.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,10.64,0.915,2.228,-2.25,1.16,-0.53,0.28,0.54,0.01,0.23,0,0,0,0,tran,2011
572.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.31,4.94,0.915,2.228,-2.31,-0.11,-0.99,0.28,0.85,0,0.29,0,0,0,0,tran,2011
573.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.93,1.72,6,0.9,2.189,-2.3,2.03,-0.73,0.24,0.48,0.01,0.21,0,0,0,0,tran,2011
573.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,2.06,0.9,2.189,-2.35,0.27,-0.94,0.28,0.7,0,0.26,0,0,0,0,tran,2011
574.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,20.13,0.451,1.136,-1.92,0.91,-0.14,0.32,0.57,0.1,0.29,0,0,0,0,tran,2011
574.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.14,1.16,10.4,0.451,1.136,-2.06,-0.23,-0.86,0.31,0.92,0.04,0.32,0,0,0,0,tran,2011
575.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.41,1.91,24.32,0.883,2.126,-2.15,0.98,-0.31,0.3,0.56,0.04,0.25,0,0,0,0,tran,2011
577.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,39.68,0.677,1.72,-1.86,2.17,-0.22,0.26,0.46,0.13,0.27,0,0,0,0,tran,2011
578.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.87,6.41,0.88,2.142,-2.29,2.79,-0.62,0.21,0.4,0.01,0.18,0,0,0,0,tran,2011
579.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.34,1.42,2.02,0.459,1.159,-2.23,0,-0.92,0.29,0.8,0,0.28,0,0,0,0,tran,2011
579.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,3.76,0.459,1.159,-2.19,0.15,-0.76,0.3,0.74,0.01,0.28,0,0,0,0,tran,2011
580.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.1,1.8,6.52,0.658,1.614,-2.23,1.58,-0.58,0.26,0.51,0.01,0.22,0,0,0,0,tran,2011
581.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.01,1.76,7,0.6,1.482,-2.2,1.79,-0.57,0.26,0.49,0.02,0.22,0,0,0,0,tran,2011
581.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.76,151.87,0.6,1.482,-1.12,0.54,0.21,0.44,0.64,0.64,0.64,0,0,0,0,tran,2011
582.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.71,17.74,0.46,1.157,-1.96,0.43,-0.33,0.33,0.66,0.08,0.31,0,0,0,0,tran,2011
582.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.28,1.33,9.94,0.46,1.157,-2.07,-0.1,-0.74,0.31,0.84,0.04,0.31,0,0,0,0,tran,2011
583.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.33,1.41,2.44,0.712,1.738,-2.32,-0.01,-0.97,0.28,0.8,0,0.28,0,0,0,0,tran,2011
584.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,9.93,0.554,1.377,-2.14,0.68,-0.44,0.3,0.61,0.03,0.26,0,0,0,0,tran,2011
584.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,21.22,0.554,1.377,-2,0.48,-0.33,0.32,0.65,0.08,0.3,0,0,0,0,tran,2011
584.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.91,0.91,6.47,0.554,1.377,-2.19,-0.35,-1.12,0.29,0.95,0.02,0.3,0,0,0,0,tran,2011
585.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,3.72,0.587,1.451,-2.25,0.86,-0.61,0.29,0.57,0.01,0.24,0,0,0,0,tran,2011
586.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,15.78,0.717,1.747,-2.15,0.69,-0.41,0.3,0.61,0.03,0.26,0,0,0,0,tran,2011
587.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,14.03,0.538,1.352,-2.06,1.51,-0.37,0.28,0.51,0.04,0.24,0,0,0,0,tran,2011
588.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.73,10.36,0.328,0.849,-1.95,0.48,-0.34,0.33,0.65,0.07,0.3,0,0,0,0,tran,2011
590.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.87,11.39,0.928,2.229,-2.27,0.85,-0.52,0.29,0.58,0.01,0.24,0,0,0,0,tran,2011
590.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.08,1.79,50.7,0.928,2.229,-2,1.61,-0.24,0.28,0.51,0.09,0.27,0,0,0,0,tran,2011
592.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,39.75,0.872,2.114,-2.03,1.68,-0.29,0.27,0.5,0.07,0.26,0,0,0,0,tran,2011
593.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.83,10,0.731,1.781,-2.22,0.74,-0.5,0.29,0.6,0.02,0.25,0,0,0,0,tran,2011
593.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,90.41,0.731,1.781,-1.63,2.23,-0.03,0.27,0.45,0.28,0.36,0,0,0,0,tran,2011
593.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,25.53,0.731,1.781,-2.07,0.24,-0.48,0.32,0.71,0.06,0.3,0,0,0,0,tran,2011
596.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.26,1.3,1.68,0.154,0.415,-2.01,-0.12,-0.82,0.32,0.85,0.03,0.3,0,0,0,0,tran,2011
597.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.35,1.89,17.31,0.86,2.083,-2.19,1.07,-0.4,0.29,0.55,0.03,0.24,0,0,0,0,tran,2011
597.02,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.32,1.39,2.09,0.86,2.083,-2.35,-0.04,-1.04,0.28,0.81,0,0.28,0,0,0,0,tran,2011
597.03,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.86,52.81,0.86,2.083,-1.95,0.82,-0.15,0.32,0.58,0.11,0.3,0,0,0,0,tran,2011
598.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.85,8.31,0.476,1.194,-2.11,0.8,-0.4,0.3,0.59,0.03,0.25,0,0,0,0,tran,2011
598.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.62,34.1,0.476,1.194,-1.78,0.28,-0.26,0.35,0.7,0.18,0.38,0,0,0,0,tran,2011
599.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,6.45,0.801,1.939,-2.29,1.16,-0.59,0.28,0.54,0.01,0.23,0,0,0,0,tran,2011
600.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.82,3.6,0.831,2.013,-2.33,0.7,-0.73,0.28,0.6,0,0.24,0,0,0,0,tran,2011
601.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.06,1.78,5.4,0.814,1.969,-2.3,1.68,-0.68,0.25,0.5,0.01,0.21,0,0,0,0,tran,2011
601.02,Hot,Jovian,gas,metals-rich,non-habitable,0.74,2.58,11.68,0.814,1.969,-2.23,7.01,0,0.12,0.2,0.02,0.1,0,0,0,0,tran,2011
601.03,Hot,Superterran,rocky-water,no-atmosphere,non-habitable,1.38,1.49,1.21,0.814,1.969,-2.37,0.08,-1.04,0.28,0.76,0,0.27,0,0,0,0,tran,2011
602.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.26,1.86,12.91,0.959,2.306,-2.26,1.24,-0.51,0.28,0.53,0.01,0.23,0,0,0,0,tran,2011
605.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.4,1.54,2.63,0.209,0.558,-2.02,0.15,-0.63,0.32,0.74,0.03,0.29,0,0,0,0,tran,2011
605.02,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.59,0.6,5.07,0.266,0.696,-2.01,-0.42,-1.28,0.29,0.76,0.04,0.3,0,0,0,0,tran,2011
607.01,Hot,Jovian,gas,metals-rich,non-habitable,0.77,2.36,5.89,0.563,1.401,-2.19,5.55,-0.18,0.14,0.24,0.01,0.12,0,0,0,0,tran,2011
610.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.32,14.28,0.154,0.415,-1.48,-0.1,-0.4,0.39,0.84,0.37,0.54,0,0,0,0,tran,2011
611.01,Hot,Jovian,gas,metals-rich,non-habitable,0.69,2.9,3.25,0.968,2.321,-2.36,9.58,-0.22,0.09,0.15,0,0.07,0,0,0,0,tran,2011
612.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,20.74,0.522,1.314,-1.97,0.88,-0.2,0.32,0.57,0.08,0.28,0,0,0,0,tran,2011
612.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,47.43,0.522,1.314,-1.72,1.51,-0.05,0.3,0.51,0.21,0.35,0,0,0,0,tran,2011
614.01,Hot,Jovian,gas,metals-rich,non-habitable,0.76,2.45,12.87,0.699,1.709,-2.17,6.12,0,0.13,0.22,0.03,0.12,0,0,0,0,tran,2011
617.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.54,4.59,37.87,0.661,1.622,-1.92,33.92,2.19,0.03,0.05,0.12,0.08,0,0,0,0,tran,2011
618.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,9.07,0.609,1.507,-2.17,1.51,-0.49,0.27,0.51,0.02,0.23,0,0,0,0,tran,2011
620.01,Hot,Jovian,gas,metals-rich,non-habitable,0.78,2.34,45.16,0.758,1.842,-1.93,5.43,0.27,0.15,0.25,0.12,0.18,0,0,0,1,tran,2011
620.02,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.72,2.69,130.18,0.758,1.842,-1.46,7.82,1.01,0.11,0.18,0.4,0.28,0,0,0,0,tran,2011
620.03,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.16,85.31,0.758,1.842,-1.69,4.31,0.32,0.18,0.3,0.25,0.27,0,0,0,1,tran,2011
622.01,Hot,Jovian,gas,metals-rich,non-habitable,0.79,2.28,155.04,0.559,1.402,-1.08,5.05,0.81,0.16,0.26,0.68,0.43,0,0,0,0,tran,2011
623.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.29,1.34,10.35,0.912,2.231,-2.25,-0.08,-0.88,0.29,0.83,0.01,0.29,0,0,0,0,tran,2011
623.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.27,1.31,15.68,0.912,2.231,-2.21,-0.11,-0.85,0.3,0.85,0.02,0.3,0,0,0,0,tran,2011
623.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.15,1.17,5.6,0.912,2.231,-2.29,-0.22,-1.07,0.28,0.92,0,0.29,0,0,0,0,tran,2011
623.04,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.1,1.11,25.21,0.912,2.231,-2.14,-0.26,-0.92,0.3,0.94,0.03,0.32,0,0,0,0,tran,2011
624.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.43,1.84,17.79,0.628,1.545,-2.08,0.76,-0.33,0.31,0.59,0.05,0.27,0,0,0,0,tran,2011
624.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.37,1.9,49.57,0.628,1.545,-1.8,1.03,-0.01,0.32,0.55,0.18,0.34,0,0,0,0,tran,2011
624.03,Hot,Superterran,rocky-iron,no-atmosphere,non-habitable,1.26,1.3,1.31,0.628,1.545,-2.32,-0.12,-1.09,0.28,0.85,0,0.29,0,0,0,0,tran,2011
625.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,0.52,4.94,38.14,2.195,5.241,-2.27,42.89,1.5,0.02,0.04,0.01,0.03,0,0,0,0,tran,2011
626.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,14.59,0.911,2.202,-2.22,0.51,-0.55,0.3,0.64,0.02,0.26,0,0,0,0,tran,2011
626.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.96,0.96,8.03,0.911,2.202,-2.29,-0.33,-1.14,0.28,0.98,0.01,0.3,0,0,0,0,tran,2011
627.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.89,7.75,0.997,2.413,-2.29,0.89,-0.6,0.28,0.57,0.01,0.24,0,0,0,0,tran,2011
627.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.18,1.2,4.17,0.997,2.413,-2.33,-0.2,-1.08,0.28,0.9,0,0.29,0,0,0,0,tran,2011
628.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,14.49,1.04,2.528,-2.24,1.85,-0.59,0.25,0.49,0.01,0.21,0,0,0,0,tran,2011
629.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,0.99,1.75,40.7,1.369,3.27,-2.18,1.85,-0.45,0.26,0.49,0.03,0.23,0,0,0,0,tran,2011
632.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,7.24,0.607,1.514,-2.18,-0.04,-0.81,0.3,0.81,0.02,0.29,0,0,0,0,tran,2011
633.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.81,2.17,161.48,1.4,3.394,-1.8,4.38,0.25,0.17,0.29,0.19,0.24,0,0,0,0,tran,2011
635.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.27,1.87,16.72,0.94,2.274,-2.21,1.21,-0.44,0.28,0.54,0.02,0.23,0,0,0,0,tran,2011
638.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,23.64,0.925,2.251,-2.15,2.61,-0.39,0.23,0.42,0.03,0.2,0,0,0,0,tran,2011
638.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.86,67.09,0.925,2.251,-1.91,2.7,-0.12,0.23,0.41,0.13,0.25,0,0,0,0,tran,2011
639.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,17.98,1.006,2.406,-2.24,1.16,-0.44,0.28,0.54,0.02,0.24,0,0,0,0,tran,2011
640.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.86,31,0.568,1.429,-1.89,0.83,-0.13,0.33,0.58,0.12,0.31,0,0,0,0,tran,2011
641.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.61,14.85,0.22,0.583,-1.67,0.26,-0.22,0.37,0.71,0.22,0.41,0,0,0,0,tran,2011
645.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,8.5,1.462,3.512,-2.34,1.51,-0.72,0.26,0.51,0,0.22,0,0,0,0,tran,2011
645.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,23.78,1.462,3.512,-2.26,1.51,-0.54,0.27,0.51,0.02,0.22,0,0,0,0,tran,2011
647.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.6,5.17,1.075,2.565,-2.36,0.24,-0.85,0.28,0.71,0,0.27,0,0,0,0,tran,2011
649.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,23.45,1.097,2.638,-2.21,0.88,-0.41,0.29,0.57,0.02,0.25,0,0,0,0,tran,2011
650.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.82,11.95,0.455,1.153,-2.04,0.69,-0.34,0.31,0.61,0.05,0.27,0,0,0,0,tran,2011
652.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.79,16.08,0.363,0.929,-1.88,2.4,-0.21,0.25,0.44,0.11,0.26,0,0,0,0,tran,2011
654.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.89,8.59,1.037,2.518,-2.29,0.92,-0.6,0.28,0.56,0.01,0.23,0,0,0,0,tran,2011
654.02,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.13,1.81,10.22,1.037,2.518,-2.27,1.51,-0.62,0.26,0.51,0.01,0.22,0,0,0,0,tran,2011
655.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.24,1.85,25.67,1.034,2.5,-2.16,1.28,-0.39,0.28,0.53,0.03,0.24,0,0,0,0,tran,2011
655.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.9,151.89,1.034,2.5,-1.61,0.93,0.12,0.35,0.56,0.3,0.42,0,0,0,0,tran,2011
657.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.37,1.49,4.07,0.35,0.9,-2.11,0.08,-0.72,0.31,0.77,0.02,0.29,0,0,0,0,tran,2011
657.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.72,16.28,0.35,0.9,-1.87,0.46,-0.26,0.34,0.66,0.12,0.33,0,0,0,0,tran,2011
658.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,3.16,0.714,1.741,-2.31,0.5,-0.76,0.29,0.65,0,0.25,0,0,0,0,tran,2011
658.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,5.37,0.714,1.741,-2.27,0.5,-0.68,0.29,0.65,0.01,0.25,0,0,0,0,tran,2011
658.03,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.15,1.17,11.33,0.714,1.741,-2.2,-0.22,-0.93,0.29,0.92,0.02,0.31,0,0,0,0,tran,2011
659.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.3,1.88,23.21,1.431,3.386,-2.29,1.16,-0.49,0.28,0.54,0.02,0.23,0,0,0,0,tran,2011
660.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,6.08,1.018,2.534,-2.26,1.33,-0.69,0.27,0.53,0,0.22,0,0,0,0,tran,2011
661.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.78,14.4,0.883,2.139,-2.22,0.6,-0.52,0.3,0.62,0.02,0.26,0,0,0,0,tran,2011
661.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,25.66,0.883,2.139,-2.13,-0.03,-0.69,0.31,0.81,0.04,0.31,0,0,0,0,tran,2011
662.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.74,10.21,0.887,2.145,-2.26,0.5,-0.61,0.29,0.65,0.01,0.26,0,0,0,0,tran,2011
663.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.24,1.28,2.76,0.17,0.456,-1.97,-0.14,-0.77,0.32,0.86,0.04,0.32,0,0,0,0,tran,2011
663.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.18,1.2,20.31,0.17,0.456,-1.38,-0.2,-0.48,0.4,0.9,0.46,0.61,0,0,0,0,tran,2011
664.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.69,13.14,1.014,2.468,-2.24,0.39,-0.64,0.3,0.67,0.01,0.26,0,0,0,0,tran,2011
664.02,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.26,7.78,1.014,2.468,-2.29,-0.16,-0.99,0.29,0.87,0.01,0.29,0,0,0,0,tran,2011
664.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.23,1.27,23.44,1.014,2.468,-2.17,-0.15,-0.83,0.3,0.87,0.03,0.31,0,0,0,0,tran,2011
665.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.42,1.88,5.87,0.903,2.189,-2.3,0.88,-0.63,0.28,0.57,0.01,0.23,0,0,0,0,tran,2011
665.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.14,1.16,1.61,0.903,2.189,-2.36,-0.23,-1.19,0.27,0.92,0,0.29,0,0,0,0,tran,2011
665.03,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,1.1,1.1,3.07,0.903,2.189,-2.34,-0.26,-1.15,0.28,0.95,0,0.29,0,0,0,0,tran,2011
666.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.9,22.25,0.749,1.844,-2.08,0.95,-0.27,0.3,0.56,0.05,0.26,0,0,0,0,tran,2011
670.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.41,1.58,9.49,0.79,1.941,-2.22,0.21,-0.71,0.3,0.72,0.01,0.27,0,0,0,0,tran,2011
671.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.3,1.36,4.23,0.744,1.823,-2.29,-0.06,-0.94,0.29,0.82,0.01,0.29,0,0,0,0,tran,2011
671.02,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.19,1.21,7.47,0.744,1.823,-2.24,-0.19,-0.97,0.29,0.9,0.01,0.3,0,0,0,0,tran,2011
671.03,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.31,1.38,16.26,0.744,1.823,-2.15,-0.05,-0.74,0.31,0.82,0.03,0.3,0,0,0,0,tran,2011
671.04,Hot,Terran,rocky-iron,metals-rich,non-habitable,1.14,1.16,11.13,0.744,1.823,-2.2,-0.23,-0.95,0.29,0.92,0.02,0.3,0,0,0,0,tran,2011
672.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.74,16.09,0.693,1.721,-2.11,2.16,-0.45,0.25,0.46,0.04,0.22,0,0,0,0,tran,2011
672.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.88,1.88,41.75,0.693,1.721,-1.9,2.82,-0.12,0.23,0.4,0.12,0.25,0,0,0,0,tran,2011
672.03,Hot,Subterran,rocky-iron,no-atmosphere,non-habitable,0.53,0.54,0.57,0.693,1.721,-2.32,-0.44,-1.5,0.26,0.71,0,0.26,0,0,0,0,tran,2011
673.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.8,4.42,1.163,2.768,-2.38,0.64,-0.79,0.28,0.62,0,0.24,0,0,0,0,tran,2011
674.01,Hot,Jovian,gas,metals-rich,non-habitable,0.69,2.95,16.34,1.505,3.857,-2.16,9.99,0.11,0.09,0.15,0.01,0.08,0,0,0,0,tran,2011
676.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.91,1.76,7.97,0.195,0.522,-1.8,2.22,-0.21,0.26,0.46,0.13,0.27,0,0,0,0,tran,2011
676.02,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.79,2.45,0.195,0.522,-2.02,0.63,-0.45,0.32,0.62,0.03,0.26,0,0,0,0,tran,2011
678.01,Hot,Neptunian,gas,metals-rich,non-habitable,0.89,1.84,6.04,1.079,2.724,-2.23,2.63,-0.7,0.22,0.41,0,0.18,0,0,0,0,tran,2011
678.02,Hot,Neptunian,gas,metals-rich,non-habitable,0.9,1.78,4.14,1.079,2.724,-2.25,2.35,-0.8,0.23,0.44,0,0.19,0,0,0,0,tran,2011
679.01,Hot,Neptunian,rocky-water,metals-rich,non-habitable,1.39,1.91,31.81,0.907,2.213,-2.07,1,-0.24,0.3,0.55,0.06,0.26,0,0,0,0,tran,2011
679.02,Hot,Terran,rocky-iron,no-atmosphere,non-habitable,0.94,0.94,16.26,0.907,2.213,-2.19,-0.34,-1.07,0.29,0.97,0.02,0.31,0,0,0,0,tran,2011
680.01,Hot,Jovian,gas,hydrogen-rich,non-habitable,3.71,5.2,8.6,1.039,2.494,-2.31,3.82,1.4,0.18,0.24,0.01,0.12,0,0,0,1,tran,2011
682.01,Warm,Jovian,gas,hydrogen-rich,non-habitable,0.71,2.77,562.14,0.914,2.262,-0.33,8.46,1.73,0.1,0.17,0.88,0.41,0,0,1,0,tran,2011
683.01,Warm,Neptunian,gas,metals-rich,non-habitable,0.81,2.2,278.12,0.861,2.104,-1,4.55,0.75,0.18,0.29,0.72,0.46,0,0,0,0,tran,2011
684.01,Hot,Jovian,gas,metals-rich,non-habitable,0.57,4.14,4.03,1.172,2.918,-2.29,24.9,0.39,0.04,0.06,0,0.03,0,0,0,0,tran,2011
685.01,Hot,Neptunian,water-gas,metals-rich,non-habitable,1.21,1.84,3.17,1.345,3.226,-2.38,1.33,-0.85,0.26,0.53,0,0.22,0,0,0,0,tran,2011
686.01,Hot,Jovian,gas,metals-rich,non-habitable,0.7,2.83,52.51,0.631,1.564,-1.79,8.94,0.84,0.1,0.16,0.18,0.17,0,0,0,0,tran,2011
687.01,Hot,Superterran,rocky-iron,metals-rich,non-habitable,1.32,1.39,4.18,0.721,1.762,-2.29,-0.04,-0.92,0.29,0.81,0.01,0.28,0,0,0,0,tran,2011
688.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.81,3.28,1.234,2.948,-2.39,0.67,-0.84,0.28,0.61,0,0.24,0,0,0,0,tran,2011
689.01,Hot,Superterran,rocky-water,metals-rich,non-habitable,1.44,1.68,15.87,0.559,1.395,-2.04,0.37,-0.43,0.32,0.68,0.05,0.29,0,0,0,0,tran,2011
